460	10090	Trp53
461	9606	TPO
461	10090	Tpo
462	9606	TSC2
462	10090	Tsc2
463	9606	TSHB
463	10090	Tshb
464	9606	TYRP1
464	10090	Tyrp1
465	9606	VHL
465	10090	Vhl
466	9606	VWF
466	10090	Vwf
467	9606	CRX
467	10090	Crx
468	9606	GDF5
468	10090	Gdf5
469	9606	HBA2
469	9606	HBA1
469	10090	Hba-a2
469	10090	Hba-a1
472	9606	C8A
472	10090	C8a
473	9606	IL5RA
473	10090	Il5ra
474	9606	IL6R
474	10090	Il6ra
475	9606	FCGR1A
475	10090	Fcgr1
477	9606	FCGR3A
477	9606	FCGR3B
477	10090	Fcgr4
478	9606	IL10
478	10090	Il10
479	9606	CD55
479	10090	Cd55
479	10090	Daf2
480	9606	IL1A
480	10090	Il1a
481	9606	IL1B
481	10090	Il1b
486	9606	GC
486	10090	Gc
487	9606	IL15
487	10090	Il15
488	9606	IL2
488	10090	Il2
489	9606	C7
489	10090	C7
491	9606	IL4
491	10090	Il4
492	9606	IL9
492	10090	Il9
493	9606	CD14
493	10090	Cd14
495	9606	TAP1
495	10090	Tap1
496	9606	TNF
496	10090	Tnf
497	9606	LTA
497	10090	Lta
498	9606	IGFBP1
498	10090	Igfbp1
499	9606	IGFBP2
499	10090	Igfbp2
500	9606	IGFBP3
500	10090	Igfbp3
502	9606	IL6
502	10090	Il6
503	9606	HGF
503	10090	Hgf
504	9606	NOS3
504	10090	Nos3
505	9606	C8G
505	10090	C8g
508	9606	CD44
508	10090	Cd44
510	9606	IGF2
510	10090	Igf2
511	9606	HPX
511	10090	Hpx
513	9606	CD4
513	10090	Cd4
515	9606	IGF1
515	10090	Igf1
519	9606	BDKRB2
519	10090	Bdkrb2
521	9606	CD79B
521	10090	Cd79b
522	9606	LTBP1
522	10090	Ltbp1
523	9606	IL10RB
523	10090	Il10rb
524	9606	IFNAR1
524	10090	Ifnar1
525	9606	NCF4
525	10090	Ncf4
526	9606	ITGAM
526	10090	Itgam
527	9606	BCL2
527	10090	Bcl2
530	9606	SOD2
530	10090	Sod2
531	9606	GSR
531	10090	Gsr
532	9606	VTN
532	10090	Vtn
533	9606	FASLG
533	10090	Fasl
534	9606	IL13RA2
534	10090	Il13ra2
535	9606	IL11
535	10090	Il11
536	9606	AGL
536	10090	Agl
537	9606	CCR2
537	10090	Ccr2
539	9606	SELL
539	10090	Sell
540	9606	TGFB1
540	10090	Tgfb1
542	9606	ABAT
542	10090	Abat
543	9606	ACHE
543	10090	Ache
550	9606	ADORA3
550	10090	Adora3
551	9606	ADRA1D
551	10090	Adra1d
553	9606	ADRA2B
553	10090	Adra2b
554	9606	AHCY
554	10090	Ahcy
560	9606	ALOX12
560	10090	Alox12
561	9606	ALOX5
561	10090	Alox5
563	9606	ANXA1
563	10090	Anxa1
564	9606	ATP1A1
564	10090	Atp1a1
568	9606	AVPR1A
568	10090	Avpr1a
569	9606	BCKDHA
569	10090	Bckdha
570	9606	BDKRB1
570	10090	Bdkrb1
572	9606	BLVRA
572	10090	Blvra
573	9606	BLVRB
573	10090	Blvrb
574	9606	TSPO
574	10090	Tspo
578	9606	CACNA1D
578	10090	Cacna1d
579	9606	CACNA2D1
579	10090	Cacna2d1
582	9606	CACNG1
582	10090	Cacng1
583	9606	CCK
583	10090	Cck
585	9606	CD3D
585	10090	Cd3d
586	9606	CD3E
586	10090	Cd3e
587	9606	CGA
587	10090	Cga
591	9606	CHRNA3
591	10090	Chrna3
592	9606	CHRNA4
592	10090	Chrna4
593	9606	CHRNA7
593	10090	Chrna7
594	9606	CHRNB1
594	10090	Chrnb1
595	9606	CHRNB2
595	10090	Chrnb2
598	9606	CRAT
598	10090	Crat
599	9606	CRH
599	10090	Crh
600	9606	CSF2
600	10090	Csf2
601	9606	CSF3R
601	10090	Csf3r
615	9606	DBH
615	10090	Dbh
616	9606	DCK
616	10090	Dck
618	9606	DDC
618	10090	Ddc
620	9606	DIO1
620	10090	Dio1
621	9606	DIO2
621	10090	Dio2
623	9606	DRD3
623	10090	Drd3
624	9606	EPO
624	10090	Epo
625	9606	FGF1
625	10090	Fgf1
627	9606	FOLR2
627	10090	Folr2
628	9606	GAST
628	10090	Gast
629	9606	GABRA1
629	10090	Gabra1
631	9606	GABRA4
631	10090	Gabra4
633	9606	GABRB3
633	10090	Gabrb3
635	9606	GAD1
635	10090	Gad1
637	9606	GART
637	10090	Gart
638	9606	GAS6
638	10090	Gas6
639	9606	GGCX
639	10090	Ggcx
640	9606	GHRHR
640	10090	Ghrhr
641	9606	GNRH1
641	10090	Gnrh1
645	9606	GRIN2A
645	10090	Grin2a
646	9606	GRIN2B
646	10090	Grin2b
647	9606	GRIN2C
647	10090	Grin2c
648	9606	GRIN2D
648	10090	Grin2d
649	9606	GRM1
649	10090	Grm1
651	9606	GRM3
651	10090	Grm3
654	9606	GRM8
654	10090	Grm8
658	9606	GSTM3
658	10090	Gstm5
660	9606	GSTP1
660	10090	Gstp1
660	10090	Gstp2
660	10090	Gm3934
664	9606	GUCY1B3
664	10090	Gucy1b3
665	9606	GUK1
665	10090	Guk1
668	9606	HRH1
668	10090	Hrh1
669	9606	HTR1B
669	10090	Htr1b
671	9606	HTR3A
671	10090	Htr3a
673	9606	HTR6
673	10090	Htr6
675	9606	ICAM2
675	10090	Icam2
676	9606	IGF2R
676	10090	Igf2r
677	9606	IL1R1
677	10090	Il1r1
679	9606	IL5
679	10090	Il5
680	9606	IL7
680	10090	Il7
681	9606	IL12A
681	10090	Il12a
685	9606	ITGB6
685	10090	Itgb6
692	9606	KITLG
692	10090	Kitl
693	9606	MGP
693	10090	Mgp
695	9606	NQO1
695	10090	Nqo1
696	9606	NQO2
696	10090	Nqo2
697	9606	NPY
697	10090	Npy
699	9606	NPR3
699	10090	Npr3
700	9606	NPY1R
700	10090	Npy1r
701	9606	NPY2R
701	10090	Npy2r
708	9606	PDE3A
708	10090	Pde3a
709	9606	PDE3B
709	10090	Pde3b
712	9606	PDHB
712	10090	Pdhb
713	9606	PGR
713	10090	Pgr
715	9606	PLA2G1B
715	10090	Pla2g1b
716	9606	PLA2G5
716	10090	Pla2g5
717	9606	PLAT
717	10090	Plat
719	9606	SERPINF2
719	10090	Serpinf2
721	9606	POLR2A
721	10090	Polr2a
722	9606	POLR2B
722	10090	Polr2b
723	9606	POMC
723	10090	Pomc
725	9606	POR
725	10090	Por
726	9606	PPIB
726	10090	Ppib
727	9606	PPIC
727	10090	Ppic
730	9606	PRIM1
730	10090	Prim1
731	9606	PRIM2
731	10090	Prim2
732	9606	PRL
732	10090	Prl
733	9606	PRLR
733	10090	Prlr
734	9606	PRRG1
734	10090	Prrg1
735	9606	PRRG2
735	10090	Prrg2
736	9606	PTGDR
736	10090	Ptgdr
737	9606	PTGDS
737	10090	Ptgds
738	9606	PTGER1
738	10090	Ptger1
739	9606	PTGER2
739	10090	Ptger2
741	9606	PTGFR
741	10090	Ptgfr
743	9606	PTGS1
743	10090	Ptgs1
747	9606	RPL3
747	10090	Rpl3
748	9606	RPL4
748	10090	Rpl4
756	9606	RPL18
756	10090	Rpl18
763	9606	RPL24
763	10090	Rpl24
766	9606	RPL30
766	10090	Rpl30
768	9606	RPL28
768	10090	Rpl28
776	9606	RPL36A
779	9606	RPS3
779	10090	Rps3
783	9606	RPS5
783	10090	Rps5
788	9606	RPS10
788	10090	Rps10
794	9606	RPS16
794	10090	Rps16
799	9606	RPS23
799	10090	Rps23
803	9606	RPS27
806	9606	RRM1
806	10090	Rrm1
810	9606	SCN1B
810	10090	Scn1b
811	9606	SCNN1A
811	10090	Scnn1a
813	9606	SHBG
813	10090	Shbg
816	9606	SLC6A2
816	10090	Slc6a2
817	9606	SLC6A4
817	10090	Slc6a4
819	9606	SST
819	10090	Sst
820	9606	SSTR1
820	10090	Sstr1
824	9606	TACR3
824	10090	Tacr3
825	9606	TBXA2R
825	10090	Tbxa2r
826	10090	1300017J02Rik
828	9606	TNFRSF1A
828	10090	Tnfrsf1a
829	9606	TNFRSF1B
829	10090	Tnfrsf1b
830	9606	TOP2A
830	10090	Top2a
833	9606	TUBG1
833	10090	Tubg1
834	9606	TYMS
834	10090	Tyms
838	9606	VCAM1
838	10090	Vcam1
839	9606	ZAP70
839	10090	Zap70
840	9606	ALDH5A1
840	10090	Aldh5a1
842	9606	PDE5A
842	10090	Pde5a
843	9606	PLOD3
843	10090	Plod3
846	9606	AAMP
846	10090	Aamp
849	9606	ABCF1
849	10090	Abcf1
854	9606	ACLY
854	10090	Acly
855	9606	ACR
855	10090	Acr
856	9606	ACO2
856	10090	Aco2
862	10090	Actn3
863	9606	ACVR2B
863	10090	Acvr2b
865	9606	ADAM10
865	10090	Adam10
866	9606	ADCY7
866	10090	Adcy7
868	9606	ADCY9
868	10090	Adcy9
869	9606	ADCYAP1
869	10090	Adcyap1
870	9606	ADCYAP1R1
870	10090	Adcyap1r1
871	9606	MFSD10
871	10090	Mfsd10
872	9606	PLIN2
872	10090	Plin2
873	9606	ADM
873	10090	Adm
874	9606	ADPRH
874	10090	Adprh
875	9606	ADSS
875	10090	Adss
878	9606	AEBP1
878	10090	Aebp1
879	9606	AES
879	10090	Aes
881	9606	AFM
881	10090	Afm
883	9606	AGER
883	10090	Ager
884	9606	ALOX12B
884	10090	Alox12b
886	9606	ALOX15B
886	10090	Alox8
888	9606	AMFR
888	10090	Amfr
896	9606	NUDT2
896	10090	Nudt2
897	9606	APBA1
897	10090	Apba1
898	9606	APBB1
898	10090	Apbb1
899	9606	BIRC3
899	10090	Birc3
900	9606	BIRC2
900	10090	Birc2
901	9606	XIAP
901	10090	Xiap
906	9606	ARG2
906	10090	Arg2
907	9606	ARHGAP5
907	10090	Arhgap5
908	9606	ARHGDIA
908	10090	Arhgdia
910	9606	ARNTL
910	10090	Arntl
911	9606	ART3
911	10090	Art3
912	9606	ASGR2
912	10090	Asgr2
913	9606	ALDH7A1
913	10090	Aldh7a1
914	9606	ATP6AP1
914	10090	Atp6ap1
915	9606	AZGP1
915	10090	Azgp1
916	9606	BACH1
916	10090	Bach1
917	9606	BAK1
917	10090	Bak1
920	9606	TNFRSF17
920	10090	Tnfrsf17
922	9606	BFSP1
922	10090	Bfsp1
923	9606	BID
923	10090	Bid
924	9606	BIK
924	10090	Bik
925	9606	PRDM1
925	10090	Prdm1
926	9606	BMP2
926	10090	Bmp2
927	9606	BMP3
927	10090	Bmp3
929	9606	BMPR2
929	10090	Bmpr2
930	9606	BNIP1
930	10090	Bnip1
931	9606	KLF9
931	10090	Klf9
933	9606	BUB1B
933	10090	Bub1b
936	9606	CALU
936	10090	Calu
942	9606	CAV2
942	10090	Cav2
946	9606	CCNH
946	10090	Ccnh
947	9606	CCNT1
947	10090	Ccnt1
949	9606	TNFRSF8
949	10090	Tnfrsf8
950	9606	TNFSF8
950	10090	Tnfsf8
954	9606	CD40
954	10090	Cd40
955	9606	CD68
955	10090	Cd68
956	9606	CD70
956	10090	Cd70
960	9606	CDC27
960	10090	Cdc27
963	9606	CDK6
963	10090	Cdk6
966	9606	CDKN2C
966	10090	Cdkn2c
968	9606	CDX2
968	10090	Cdx2
970	9606	RCBTB2
970	10090	Rcbtb2
975	9606	CHEK1
975	10090	Chek1
976	9606	CHGA
976	10090	Chga
979	9606	CHUK
979	10090	Chuk
980	9606	CIRBP
980	10090	Cirbp
981	9606	TBCB
981	10090	Tbcb
984	9606	CLCA1
984	10090	Clca3
985	9606	CLCN6
985	10090	Clcn6
987	9606	CLIC5
987	10090	Clic5
989	9606	LDB2
989	10090	Ldb2
990	9606	CLNS1A
990	10090	Clns1a
992	9606	ACKR2
992	10090	Ackr2
993	9606	CNGB1
994	9606	CNGA3
994	10090	Cnga3
995	9606	CNN1
995	10090	Cnn1
996	9606	KLF6
996	10090	Klf6
997	9606	CORT
997	10090	Cort
999	9606	CPD
999	10090	Cpd
1000	9606	CLDN4
1000	10090	Cldn4
1001	9606	CLDN3
1001	10090	Cldn3
1002	9606	CPN1
1002	10090	Cpn1
1003	9606	CREBL2
1003	10090	Crebl2
1006	9606	CSE1L
1006	10090	Cse1l
1011	9606	CST6
1011	10090	Cst6
1012	9606	CSTF1
1012	10090	Cstf1
1014	9606	CSTF3
1014	10090	Cstf3
1015	9606	CTBP1
1015	10090	Ctbp1
1016	9606	CTF1
1016	10090	Ctf1
1017	9606	CTNND1
1017	10090	Ctnnd1
1020	9606	CTSO
1020	10090	Ctso
1022	9606	CTSZ
1022	10090	Ctsz
1024	9606	CXADR
1024	10090	Cxadr
1026	9606	DAB2
1026	10090	Dab2
1027	9606	DAD1
1027	10090	Dad1
1028	9606	DGKA
1028	10090	Dgka
1029	9606	DGKG
1029	10090	Dgkg
1032	9606	DARS
1032	10090	Dars
1033	9606	DAXX
1033	10090	Daxx
1034	9606	DAZL
1035	9606	DBP
1035	10090	Dbp
1038	9606	DDT
1038	10090	Ddt
1039	9606	DHX9
1039	10090	Dhx9
1040	9606	DHX15
1040	10090	Dhx15
1042	9606	DHCR7
1042	10090	Dhcr7
1043	9606	DHODH
1043	10090	Dhodh
1044	9606	DIO3
1044	10090	Dio3
1045	9606	DKC1
1045	10090	Dkc1
1046	9606	DLG2
1046	10090	Dlg2
1047	9606	DLG4
1047	10090	Dlg4
1048	9606	DNAH5
1048	10090	Dnah5
1049	9606	DNAH8
1049	10090	Dnah8
1052	9606	DNASE2B
1052	10090	Dnase2b
1053	9606	DYNC1H1
1053	10090	Dync1h1
1057	9606	DOK1
1057	10090	Dok1
1058	9606	DPAGT1
1058	10090	Dpagt1
1059	9606	DPH1
1059	10090	Dph1
1060	9606	DPH2
1060	10090	Dph2
1061	9606	DRG2
1061	10090	Drg2
1064	9606	ECM2
1064	10090	Ecm2
1065	9606	DUSP4
1065	10090	Dusp4
1066	9606	DUSP9
1066	10090	Dusp9
1068	9606	ECE1
1068	10090	Ece1
1069	9606	ECH1
1069	10090	Ech1
1071	9606	S1PR1
1071	10090	S1pr1
1072	9606	LPAR1
1072	10090	Lpar1
1075	9606	EFNA2
1075	10090	Efna2
1076	9606	EFNB3
1076	10090	Efnb3
1077	9606	CELSR3
1077	10090	Celsr3
1078	9606	CELSR2
1078	10090	Celsr2
1080	9606	EIF2B1
1080	10090	Eif2b1
1088	9606	EMP1
1088	10090	Emp1
1089	9606	EMP2
1089	10090	Emp2
1090	9606	EMP3
1090	10090	Emp3
1094	9606	EP300
1094	10090	Ep300
1095	9606	EPAS1
1095	10090	Epas1
1097	9606	EREG
1097	10090	Ereg
1099	9606	FBL
1099	10090	Fbl
1100	9606	ESR2
1100	10090	Esr2
1102	9606	EXTL2
1102	10090	Extl2
1103	9606	EXTL3
1103	10090	Extl3
1106	9606	FABP1
1106	10090	Fabp1
1108	9606	FABP6
1108	10090	Fabp6
1110	9606	FAT2
1110	10090	Fat2
1114	9606	FOXF1
1114	10090	Foxf1
1115	9606	FOXF2
1115	10090	Foxf2
1117	9606	FOXJ1
1117	10090	Foxj1
1119	9606	FLNA
1119	10090	Flna
1126	9606	FRZB
1126	10090	Frzb
1127	9606	ADAM2
1127	10090	Adam2
1132	9606	GABBR1
1132	10090	Gabbr1
1133	9606	B4GALNT1
1133	10090	B4galnt1
1135	9606	GAS8
1135	10090	Gas8
1136	9606	GATM
1136	10090	Gatm
1137	9606	GBAS
1137	10090	Gbas
1138	9606	GBX2
1138	10090	Gbx2
1139	9606	GCKR
1139	10090	Gckr
1140	9606	BLOC1S1
1140	10090	Bloc1s1
1145	9606	GFRA2
1145	10090	Gfra2
1146	9606	GFRA3
1146	10090	Gfra3
1148	9606	GCLC
1148	10090	Gclc
1152	9606	GPLD1
1152	10090	Gpld1
1153	9606	CXCR3
1153	10090	Cxcr3
1155	9606	GPX5
1155	10090	Gpx5
1158	9606	GTF2B
1158	10090	Gtf2b
1159	9606	GTF2H2
1159	10090	Gtf2h2
1160	9606	GTF2H3
1160	10090	Gtf2h3
1161	9606	BRF1
1161	10090	Brf1
1165	9606	HAS1
1165	10090	Has1
1166	9606	HCRT
1166	10090	Hcrt
1168	9606	HCRTR2
1168	10090	Hcrtr2
1170	9606	HGFAC
1170	10090	Hgfac
1171	9606	HIF1A
1171	10090	Hif1a
1174	9606	HNRNPL
1174	10090	Hnrnpl
1180	9606	HSPB1
1180	10090	Hspb1
1182	9606	IGSF3
1182	10090	Igsf3
1185	9606	ICT1
1185	10090	Ict1
1186	9606	ID4
1186	10090	Id4
1187	9606	IFIT2
1187	10090	Ifit2
1189	9606	IFIT3
1189	10090	I830012O16Rik
1189	10090	Ifit3
1192	9606	IGFBP4
1192	10090	Igfbp4
1193	9606	IGFBP7
1193	10090	Igfbp7
1194	9606	CYR61
1194	10090	Cyr61
1195	9606	IGSF1
1195	10090	Igsf1
1196	9606	IL10RA
1196	10090	Il10ra
1197	9606	IL12RB2
1197	10090	Il12rb2
1198	9606	IL13RA1
1198	10090	Il13ra1
1199	9606	TNFRSF9
1199	10090	Tnfrsf9
1200	9606	IL18
1200	10090	Il18
1201	9606	IMPG1
1201	10090	Impg1
1203	9606	CXCL10
1203	10090	Cxcl10
1204	9606	INPPL1
1204	10090	Inppl1
1205	9606	EIF3E
1205	10090	Eif3e
1207	9606	IRAK2
1207	10090	Irak2
1208	9606	IRF3
1208	10090	Irf3
1212	9606	PAX6
1212	10090	Pax6
1213	9606	AARS
1213	10090	Aars
1216	9606	ACADSB
1216	10090	Acadsb
1217	9606	ACP2
1217	10090	Acp2
1219	9606	ACRV1
1219	10090	Acrv1
1221	9606	ADD2
1221	10090	Add2
1222	9606	PARP1
1222	10090	Parp1
1223	9606	ADRBK1
1223	10090	Adrbk1
1224	9606	AHR
1224	10090	Ahr
1225	9606	AHSG
1225	10090	Ahsg
1226	9606	AIF1
1226	10090	Aif1
1227	9606	AK2
1227	10090	Ak2
1229	9606	ALCAM
1229	10090	Alcam
1231	9606	ALOX5AP
1231	10090	Alox5ap
1234	9606	AMBP
1234	10090	Ambp
1235	9606	AMD1
1235	10090	Amd1
1235	10090	Amd2
1238	9606	AOAH
1238	10090	Aoah
1240	9606	APEH
1240	10090	Apeh
1241	9606	APEX1
1241	10090	Apex1
1242	9606	APOA2
1242	10090	Apoa2
1243	9606	APOBEC1
1243	10090	Apobec1
